CATALOG_ID,SEED,CLASS,SHIP_TYPE,MCR_PERCENT,CRUISING_SPEED_KT,ROTACIONAL_FREQUENCY,LENGTH_M,DRAFT_M,N_BLADES,N_SHAFTS,NB_LOWER,NB_MEDIUM,NB_GREATER,NB_ISOLATED,NB_OSCILLATING,NB_concentrated
456,498,Service,recreational,0.67,18.0,115.0,33.0,2.0,4,1,0.25,0.0,0.15,0.1,0.0,0.2
457,499,Service,dredger,0.76,6.0,134.0,84.0,4.0,4,1,0.01,0.98,0.0,0.0,0.0,0.0
458,500,Cargo,containership,0.74,15.0,103.0,301.0,13.0,6,1,0.46,0.0,0.0,0.0,0.0,0.0
459,501,Cargo,containership,0.73,14.0,109.0,280.0,10.0,6,1,0.43,0.0,0.0,0.0,0.0,0.0
460,502,Cargo,vehicle_carrier,0.78,20.0,58.0,181.0,6.26,6,1,0.9,0.0,0.15,0.05,0.05,0.0
461,503,Service,fishing,0.53,7.0,150.0,22.0,2.0,3,1,0.02,0.0,0.02,0.02,0.02,0.22
462,504,Service,recreational,0.67,18.0,114.0,33.0,2.0,4,1,0.25,0.0,0.15,0.09,0.0,0.19
463,505,Cargo,bulker,0.73,10.0,54.0,194.0,8.25,4,1,0.13,0.01,0.0,0.0,0.11,0.0
464,506,Cargo,tanker,0.86,10.53,150.0,285.0,9.0,5,1,0.55,0.15,0.0,0.0,0.0,0.08
465,507,Service,tug,0.75,10.0,250.0,33.0,5.0,6,1,0.25,0.15,0.0,0.15,0.2,0.15
466,508,Service,dredger,0.8,10.0,189.0,139.0,6.0,4,1,0.03,0.97,0.0,0.0,0.0,0.0
467,509,Cargo,bulker,0.78,12.0,121.0,265.0,11.02,6,1,0.24,0.07,0.0,0.0,0.17,0.0
468,510,Service,fishing,0.64,9.0,183.0,30.0,4.0,5,1,0.07,0.0,0.07,0.07,0.07,0.27
469,511,Cargo,tanker,0.77,7.93,138.0,126.0,6.0,4,1,0.42,0.02,0.0,0.0,0.0,0.01
470,512,Service,fishing,0.5,5.0,141.0,20.0,2.0,3,1,0.0,0.0,0.0,0.0,0.0,0.2
471,513,Service,dredger,0.75,6.0,122.0,72.0,4.0,4,1,0.0,0.2,0.0,0.0,0.0,0.0
472,514,Cargo,containership,0.72,14.0,100.0,165.0,11.0,6,1,0.37,0.0,0.0,0.0,0.0,0.0
473,515,Cargo,tanker,0.77,8.16,140.0,130.0,7.0,4,1,0.43,0.03,0.0,0.0,0.0,0.02
474,516,Cargo,containership,0.74,13.0,57.0,303.0,9.0,6,1,0.46,0.0,0.0,0.0,0.0,0.0
475,517,Service,dredger,0.83,12.0,175.0,173.0,5.0,4,1,0.04,1.0,0.0,0.0,0.0,0.0
476,518,Cargo,bulker,0.8,11.0,125.0,295.0,12.2,6,1,0.29,0.09,0.0,0.0,0.19,0.0
477,519,Service,dredger,0.81,10.0,197.0,147.0,6.0,4,1,0.03,0.9,0.0,0.0,0.0,0.0
478,520,Cargo,bulker,0.8,10.0,50.0,300.0,12.41,4,1,0.3,0.1,0.0,0.0,0.2,0.0
479,521,Cargo,tanker,0.76,7.9,138.0,126.0,6.0,4,1,0.42,0.02,0.0,0.0,0.0,0.01
480,522,Cargo,tanker,0.76,7.81,137.0,124.0,6.0,4,1,0.42,0.02,0.0,0.0,0.0,0.01
481,523,Service,recreational,0.75,17.0,109.0,35.0,2.0,4,1,0.3,0.0,0.2,0.2,0.0,0.3
482,524,Service,fishing,0.55,8.0,154.0,23.0,2.0,3,1,0.02,0.0,0.02,0.02,0.02,0.22
483,525,Service,recreational,0.72,15.0,117.0,34.0,2.0,4,1,0.28,0.0,0.18,0.17,0.0,0.27
484,526,Service,fishing,0.7,7.0,149.0,22.0,2.0,3,1,0.1,0.0,0.1,0.1,0.1,0.3
485,527,Service,recreational,0.75,18.0,113.0,33.0,2.0,4,1,0.3,0.0,0.2,0.2,0.0,0.3
486,528,Cargo,containership,0.74,12.0,51.0,299.0,6.0,6,1,0.46,0.0,0.0,0.0,0.0,0.0
487,529,Cargo,tanker,0.85,10.1,139.0,129.0,7.0,4,1,0.53,0.13,0.0,0.0,0.0,0.07
488,530,Cargo,bulker,0.79,11.0,60.0,287.0,11.89,6,1,0.28,0.09,0.0,0.0,0.19,0.0
489,531,Service,fishing,0.68,7.0,197.0,30.0,4.0,5,1,0.09,0.0,0.09,0.09,0.09,0.29
490,532,Service,dredger,0.77,7.0,146.0,96.0,4.0,4,1,0.01,0.22,0.0,0.0,0.0,0.0
491,533,Service,fishing,0.58,11.0,164.0,26.0,3.0,4,1,0.04,0.0,0.04,0.04,0.04,0.24
492,534,Cargo,bulker,0.75,11.0,63.0,229.0,9.61,6,1,0.18,0.04,0.0,0.0,0.14,0.0
493,535,Service,recreational,0.62,16.0,104.0,31.0,2.0,4,1,0.21,0.0,0.11,0.03,0.0,0.13
494,536,Service,fishing,0.65,8.0,187.0,23.0,4.0,5,1,0.07,0.0,0.07,0.07,0.07,0.27
495,537,Service,tug,0.77,10.0,248.0,35.0,6.0,6,1,0.27,0.17,0.0,0.17,0.25,0.17
496,538,Cargo,containership,0.71,14.0,58.0,154.0,10.0,6,1,0.35,0.0,0.0,0.0,0.0,0.0
497,539,Cargo,tanker,0.79,8.69,144.0,138.0,8.0,5,1,0.46,0.06,0.0,0.0,0.0,0.03
498,540,Cargo,bulker,0.77,12.0,69.0,253.0,10.57,6,1,0.22,0.06,0.0,0.0,0.16,0.0
499,541,Cargo,tanker,0.8,8.93,146.0,276.0,8.0,5,1,0.47,0.07,0.0,0.0,0.0,0.04
500,542,Service,tug,0.75,10.0,250.0,33.0,5.0,6,1,0.25,0.15,0.0,0.15,0.2,0.15
501,543,Service,fishing,0.67,7.0,193.0,30.0,4.0,5,1,0.08,0.0,0.08,0.08,0.08,0.28
502,544,Service,fishing,0.63,9.0,182.0,30.0,4.0,5,1,0.07,0.0,0.07,0.07,0.07,0.27
503,545,Service,dredger,0.77,7.0,147.0,97.0,4.0,4,1,0.01,0.22,0.0,0.0,0.0,0.0
504,546,Service,tug,0.7,7.0,220.0,30.0,4.0,4,1,0.2,0.1,0.0,0.1,0.1,0.1
505,547,Cargo,bulker,0.72,10.0,51.0,180.0,7.73,4,1,0.11,0.0,0.0,0.0,0.1,0.0
506,548,Service,dredger,0.85,6.0,124.0,74.0,4.0,4,1,0.05,0.3,0.0,0.0,0.0,0.0
507,549,Cargo,containership,0.75,13.0,109.0,317.0,9.0,6,1,0.49,0.0,0.0,0.0,0.0,0.0
508,550,Service,dredger,0.83,12.0,180.0,177.0,5.0,4,1,0.04,0.95,0.0,0.0,0.0,0.0
509,551,Cargo,vehicle_carrier,0.78,20.0,58.0,177.0,6.28,6,1,0.9,0.0,0.15,0.05,0.05,0.0
510,552,Cargo,bulker,0.72,10.0,50.0,177.0,7.61,4,1,0.1,0.0,0.0,0.0,0.1,0.0
511,553,Cargo,vehicle_carrier,0.77,19.0,57.0,185.0,6.18,6,1,0.89,0.0,0.15,0.05,0.05,0.0
512,554,Service,tug,0.75,9.0,252.0,34.0,6.0,6,1,0.25,0.15,0.0,0.15,0.2,0.15
513,555,Service,recreational,0.63,16.0,106.0,31.0,2.0,4,1,0.22,0.0,0.12,0.04,0.0,0.14
514,556,Cargo,vehicle_carrier,0.78,19.0,57.0,185.0,6.72,6,1,0.94,0.0,0.17,0.07,0.07,0.0
515,557,Cargo,containership,0.7,12.0,50.0,123.0,6.0,6,1,0.3,0.0,0.0,0.0,0.0,0.0
516,558,Service,dredger,0.85,9.0,169.0,119.0,5.0,4,1,0.05,0.3,0.0,0.0,0.0,0.0
517,559,Service,recreational,0.6,15.0,100.0,30.0,2.0,4,1,0.2,0.0,0.1,0.0,0.0,0.1
518,560,Service,dredger,0.83,12.0,125.0,167.0,6.0,4,1,0.04,0.9,0.0,0.0,0.0,0.0
519,561,Cargo,vehicle_carrier,0.78,20.0,59.0,176.0,6.48,6,1,0.92,0.0,0.16,0.06,0.06,0.0
520,562,Service,dredger,0.82,11.0,167.0,164.0,6.0,4,1,0.04,0.27,0.0,0.0,0.0,0.0
521,563,Service,tug,0.75,9.0,253.0,34.0,6.0,6,1,0.25,0.15,0.0,0.15,0.2,0.15
522,564,Service,recreational,0.74,17.0,109.0,32.0,2.0,4,1,0.29,0.0,0.19,0.19,0.0,0.29
523,565,Service,tug,0.79,10.0,260.0,35.0,6.0,6,1,0.29,0.19,0.0,0.19,0.29,0.19
524,566,Cargo,vehicle_carrier,0.79,19.0,57.0,185.0,6.99,6,1,0.96,0.0,0.18,0.08,0.08,0.0
525,567,Service,tug,0.71,8.0,229.0,31.0,4.0,4,1,0.21,0.11,0.0,0.11,0.13,0.11
526,568,Cargo,containership,0.71,12.0,53.0,133.0,7.0,6,1,0.32,0.0,0.0,0.0,0.0,0.0
527,569,Cargo,vehicle_carrier,0.78,20.0,59.0,171.0,6.55,6,1,0.92,0.0,0.16,0.06,0.06,0.0
528,570,Cargo,vehicle_carrier,0.75,16.0,51.0,172.0,5.19,6,1,0.82,0.0,0.11,0.01,0.01,0.0
529,571,Cargo,vehicle_carrier,0.76,17.0,52.0,174.0,5.38,6,1,0.83,0.0,0.12,0.02,0.02,0.0
530,572,Cargo,bulker,0.8,10.0,56.0,295.0,12.23,4,1,0.29,0.09,0.0,0.0,0.19,0.0
531,573,Service,dredger,0.82,11.0,153.0,159.0,6.0,4,1,0.03,0.97,0.0,0.0,0.0,0.0
532,574,Cargo,bulker,0.74,11.0,59.0,214.0,9.06,6,1,0.16,0.03,0.0,0.0,0.13,0.0
533,575,Cargo,bulker,0.74,11.0,59.0,214.0,9.02,6,1,0.16,0.03,0.0,0.0,0.13,0.0
534,576,Cargo,containership,0.74,16.0,110.0,296.0,13.0,6,1,0.45,0.0,0.0,0.0,0.0,0.0
535,577,Service,recreational,0.66,18.0,112.0,33.0,2.0,4,1,0.24,0.0,0.14,0.08,0.0,0.18
536,578,Service,dredger,0.83,12.0,157.0,167.0,5.0,4,1,0.04,0.92,0.0,0.0,0.0,0.0
537,579,Service,tug,0.73,9.0,240.0,32.0,5.0,6,1,0.23,0.13,0.0,0.13,0.16,0.13
538,580,Service,fishing,0.6,9.0,173.0,28.0,4.0,5,1,0.05,0.0,0.05,0.05,0.05,0.25
539,581,Cargo,vehicle_carrier,0.79,16.0,50.0,170.0,6.78,6,1,0.94,0.0,0.17,0.07,0.07,0.0
540,582,Service,tug,0.72,8.0,233.0,31.0,4.0,4,1,0.22,0.12,0.0,0.12,0.14,0.12
541,583,Cargo,vehicle_carrier,0.78,20.0,58.0,173.0,6.34,6,1,0.91,0.0,0.15,0.05,0.05,0.0
542,584,Cargo,containership,0.73,16.0,108.0,196.0,10.0,6,1,0.42,0.0,0.0,0.0,0.0,0.0
543,585,Cargo,vehicle_carrier,0.75,16.0,50.0,171.0,5.16,6,1,0.81,0.0,0.11,0.01,0.01,0.0
544,586,Cargo,bulker,0.78,12.0,122.0,269.0,11.19,6,1,0.25,0.07,0.0,0.0,0.17,0.0
545,587,Service,dredger,0.84,11.0,161.0,160.0,6.0,4,1,0.04,0.98,0.0,0.0,0.0,0.0
546,588,Service,fishing,0.65,11.0,186.0,26.0,4.0,5,1,0.07,0.0,0.07,0.07,0.07,0.27
547,589,Cargo,tanker,0.77,7.98,138.0,127.0,6.0,4,1,0.42,0.02,0.0,0.0,0.0,0.01
548,590,Cargo,vehicle_carrier,0.75,16.0,50.0,170.0,5.06,6,1,0.81,0.0,0.1,0.0,0.0,0.0
549,591,Service,tug,0.75,10.0,255.0,34.0,6.0,6,1,0.25,0.15,0.0,0.15,0.21,0.15
550,592,Cargo,bulker,0.73,10.0,52.0,184.0,7.86,4,1,0.11,0.01,0.0,0.0,0.11,0.0
551,593,Cargo,tanker,0.89,11.19,145.0,140.0,8.0,5,1,0.58,0.18,0.0,0.0,0.0,0.09
552,594,Service,fishing,0.53,7.0,148.0,22.0,2.0,3,1,0.01,0.0,0.01,0.01,0.01,0.21
553,595,Cargo,tanker,0.9,11.48,146.0,276.0,8.0,5,1,0.6,0.2,0.0,0.0,0.0,0.1
554,596,Cargo,bulker,0.75,11.0,62.0,226.0,9.52,6,1,0.18,0.04,0.0,0.0,0.14,0.0
555,597,Service,dredger,0.76,6.0,132.0,82.0,4.0,4,1,0.01,0.92,0.0,0.0,0.0,0.0
556,598,Service,dredger,0.84,12.0,132.0,178.0,4.0,4,1,0.04,0.91,0.0,0.0,0.0,0.0
557,599,Service,recreational,0.71,15.0,101.0,35.0,2.0,4,1,0.27,0.0,0.17,0.14,0.0,0.24
558,600,Service,dredger,0.84,8.0,153.0,103.0,5.0,4,1,0.05,0.93,0.0,0.0,0.0,0.0
559,601,Service,recreational,0.63,16.0,106.0,31.0,2.0,4,1,0.22,0.0,0.12,0.04,0.0,0.14
560,602,Cargo,tanker,0.81,9.11,147.0,279.0,9.0,5,1,0.48,0.08,0.0,0.0,0.0,0.04
561,603,Cargo,containership,0.71,13.0,55.0,141.0,8.0,6,1,0.33,0.0,0.0,0.0,0.0,0.0
562,604,Service,tug,0.71,7.0,224.0,30.0,4.0,4,1,0.21,0.11,0.0,0.11,0.11,0.11
563,605,Service,tug,0.72,8.0,231.0,31.0,4.0,4,1,0.22,0.12,0.0,0.12,0.13,0.12
564,606,Cargo,tanker,0.86,10.44,136.0,123.0,6.0,4,1,0.55,0.15,0.0,0.0,0.0,0.07
565,607,Cargo,vehicle_carrier,0.78,16.0,51.0,172.0,6.74,6,1,0.94,0.0,0.17,0.07,0.07,0.0
566,608,Cargo,vehicle_carrier,0.76,17.0,52.0,174.0,5.33,6,1,0.83,0.0,0.11,0.01,0.01,0.0
567,609,Service,dredger,0.81,11.0,200.0,150.0,6.0,4,1,0.03,0.26,0.0,0.0,0.0,0.0
568,610,Service,tug,0.74,10.0,248.0,33.0,5.0,6,1,0.24,0.14,0.0,0.14,0.19,0.14
569,611,Service,tug,0.75,9.0,254.0,34.0,6.0,6,1,0.25,0.15,0.0,0.15,0.21,0.15
570,612,Service,recreational,0.72,16.0,107.0,31.0,2.0,4,1,0.28,0.0,0.18,0.17,0.0,0.27
571,613,Cargo,containership,0.71,14.0,58.0,155.0,10.0,6,1,0.36,0.0,0.0,0.0,0.0,0.0
572,614,Cargo,bulker,0.74,11.0,58.0,207.0,8.77,6,1,0.15,0.03,0.0,0.0,0.13,0.0
573,615,Cargo,vehicle_carrier,0.76,17.0,53.0,177.0,5.58,6,1,0.85,0.0,0.12,0.02,0.02,0.0
574,616,Service,tug,0.7,7.0,221.0,30.0,4.0,4,1,0.2,0.1,0.0,0.1,0.11,0.1
575,617,Service,recreational,0.7,18.0,115.0,35.0,2.0,4,1,0.27,0.0,0.17,0.14,0.0,0.24
576,618,Service,fishing,0.59,12.0,169.0,27.0,3.0,4,1,0.05,0.0,0.05,0.05,0.05,0.25
577,619,Service,recreational,0.68,15.0,116.0,34.0,2.0,4,1,0.25,0.0,0.15,0.1,0.0,0.2
578,620,Cargo,vehicle_carrier,0.76,17.0,53.0,177.0,5.56,6,1,0.84,0.0,0.12,0.02,0.02,0.0
579,621,Cargo,vehicle_carrier,0.77,18.0,55.0,180.0,5.79,6,1,0.86,0.0,0.13,0.03,0.03,0.0
580,622,Service,recreational,0.64,17.0,109.0,32.0,2.0,4,1,0.23,0.0,0.13,0.06,0.0,0.16
581,623,Cargo,bulker,0.72,10.0,51.0,180.0,7.73,4,1,0.11,0.0,0.0,0.0,0.1,0.0
582,624,Cargo,tanker,0.78,8.26,141.0,132.0,7.0,4,1,0.44,0.04,0.0,0.0,0.0,0.02
583,625,Cargo,vehicle_carrier,0.8,19.0,56.0,183.0,7.5,6,1,1.0,0.0,0.2,0.1,0.1,0.0
584,626,Service,recreational,0.65,17.0,111.0,32.0,2.0,4,1,0.24,0.0,0.14,0.07,0.0,0.17
585,627,Service,tug,0.79,9.0,236.0,32.0,5.0,6,1,0.29,0.19,0.0,0.19,0.29,0.19
586,628,Service,recreational,0.73,18.0,112.0,33.0,2.0,4,1,0.29,0.0,0.19,0.18,0.0,0.28
587,629,Cargo,containership,0.7,12.0,51.0,126.0,6.0,6,1,0.31,0.0,0.0,0.0,0.0,0.0
588,630,Cargo,tanker,0.9,11.48,149.0,283.0,9.0,5,1,0.6,0.2,0.0,0.0,0.0,0.1
589,631,Service,fishing,0.66,9.0,190.0,24.0,3.0,4,1,0.08,0.0,0.08,0.08,0.08,0.28
590,632,Cargo,bulker,0.75,11.0,61.0,221.0,9.34,6,1,0.17,0.04,0.0,0.0,0.14,0.0
591,633,Service,dredger,0.75,6.0,125.0,75.0,4.0,4,1,0.0,0.2,0.0,0.0,0.0,0.0
592,634,Service,fishing,0.53,7.0,148.0,22.0,2.0,3,1,0.01,0.0,0.01,0.01,0.01,0.21
593,635,Cargo,tanker,0.8,8.88,146.0,276.0,8.0,5,1,0.47,0.07,0.0,0.0,0.0,0.03
594,636,Cargo,tanker,0.78,8.3,141.0,132.0,7.0,4,1,0.44,0.04,0.0,0.0,0.0,0.02
595,637,Cargo,tanker,0.82,9.46,150.0,285.0,9.0,5,1,0.5,0.1,0.0,0.0,0.0,0.05
596,638,Service,fishing,0.63,8.0,180.0,30.0,4.0,5,1,0.06,0.0,0.06,0.06,0.06,0.26
597,639,Service,tug,0.77,10.0,259.0,35.0,6.0,6,1,0.27,0.17,0.0,0.17,0.24,0.17
598,640,Cargo,tanker,0.75,7.57,135.0,121.0,6.0,4,1,0.4,0.0,0.0,0.0,0.0,0.0
599,641,Service,recreational,0.66,18.0,112.0,33.0,2.0,4,1,0.24,0.0,0.14,0.08,0.0,0.18
600,642,Service,fishing,0.63,9.0,182.0,30.0,4.0,5,1,0.07,0.0,0.07,0.07,0.07,0.27
601,643,Service,dredger,0.81,10.0,190.0,140.0,6.0,4,1,0.03,0.94,0.0,0.0,0.0,0.0
602,644,Cargo,tanker,0.82,9.44,150.0,285.0,9.0,5,1,0.5,0.1,0.0,0.0,0.0,0.05
603,645,Service,recreational,0.63,16.0,106.0,31.0,2.0,4,1,0.22,0.0,0.12,0.04,0.0,0.14
604,646,Service,tug,0.76,9.0,256.0,34.0,6.0,6,1,0.26,0.16,0.0,0.16,0.21,0.16
605,647,Cargo,containership,0.75,16.0,110.0,314.0,11.0,6,1,0.48,0.0,0.0,0.0,0.0,0.0
606,648,Service,tug,0.76,8.0,231.0,35.0,6.0,4,1,0.26,0.16,0.0,0.16,0.23,0.16
607,649,Service,dredger,0.79,8.0,165.0,115.0,5.0,4,1,0.02,0.92,0.0,0.0,0.0,0.0
608,650,Cargo,tanker,0.8,8.76,145.0,140.0,8.0,5,1,0.46,0.06,0.0,0.0,0.0,0.03
609,651,Service,dredger,0.75,6.0,125.0,75.0,4.0,4,1,0.0,0.2,0.0,0.0,0.0,0.0
610,652,Service,fishing,0.53,7.0,149.0,22.0,2.0,3,1,0.01,0.0,0.01,0.01,0.01,0.21
611,653,Cargo,vehicle_carrier,0.79,19.0,57.0,185.0,6.85,6,1,0.95,0.0,0.17,0.07,0.07,0.0
612,654,Cargo,tanker,0.85,10.14,147.0,278.0,10.0,5,1,0.53,0.13,0.0,0.0,0.0,0.07
613,655,Cargo,vehicle_carrier,0.79,16.0,50.0,171.0,7.05,6,1,0.96,0.0,0.18,0.08,0.08,0.0
614,656,Service,recreational,0.7,18.0,114.0,35.0,2.0,4,1,0.27,0.0,0.17,0.13,0.0,0.23
615,657,Cargo,containership,0.73,16.0,108.0,196.0,11.0,6,1,0.42,0.0,0.0,0.0,0.0,0.0
616,658,Cargo,bulker,0.73,10.0,54.0,194.0,8.26,4,1,0.13,0.02,0.0,0.0,0.12,0.0
617,659,Service,dredger,0.82,11.0,157.0,162.0,6.0,4,1,0.04,0.27,0.0,0.0,0.0,0.0
618,660,Service,tug,0.7,7.0,221.0,30.0,4.0,4,1,0.2,0.1,0.0,0.1,0.1,0.1
619,661,Cargo,containership,0.75,13.0,55.0,317.0,8.0,6,1,0.49,0.0,0.0,0.0,0.0,0.0
620,662,Cargo,tanker,0.85,10.04,138.0,127.0,6.0,4,1,0.53,0.13,0.0,0.0,0.0,0.06
621,663,Cargo,vehicle_carrier,0.79,20.0,59.0,173.0,7.22,6,1,0.98,0.0,0.19,0.09,0.09,0.0
622,664,Service,tug,0.78,10.0,252.0,35.0,6.0,6,1,0.28,0.18,0.0,0.18,0.26,0.18
623,665,Cargo,vehicle_carrier,0.78,20.0,58.0,177.0,6.3,6,1,0.9,0.0,0.15,0.05,0.05,0.0
624,666,Service,fishing,0.59,12.0,169.0,27.0,3.0,4,1,0.05,0.0,0.05,0.05,0.05,0.25
625,667,Cargo,vehicle_carrier,0.76,16.0,51.0,173.0,5.26,6,1,0.82,0.0,0.11,0.01,0.01,0.0
626,668,Service,fishing,0.59,12.0,169.0,27.0,3.0,4,1,0.05,0.0,0.05,0.05,0.05,0.25
627,669,Service,recreational,0.65,17.0,109.0,32.0,2.0,4,1,0.23,0.0,0.13,0.06,0.0,0.16
628,670,Service,tug,0.76,9.0,256.0,34.0,6.0,6,1,0.26,0.16,0.0,0.16,0.21,0.16
629,671,Service,tug,0.78,8.0,257.0,34.0,6.0,4,1,0.28,0.18,0.0,0.18,0.26,0.18
630,672,Cargo,bulker,0.72,10.0,50.0,177.0,7.59,4,1,0.1,0.0,0.0,0.0,0.1,0.0
631,673,Cargo,tanker,0.83,9.62,146.0,276.0,10.0,5,1,0.51,0.11,0.0,0.0,0.0,0.05
632,674,Service,fishing,0.58,11.0,165.0,26.0,3.0,4,1,0.04,0.0,0.04,0.04,0.04,0.24
633,675,Cargo,bulker,0.74,10.0,56.0,201.0,8.53,4,1,0.14,0.02,0.0,0.0,0.12,0.0
634,676,Cargo,vehicle_carrier,0.75,16.0,50.0,170.0,5.08,6,1,0.81,0.0,0.1,0.0,0.0,0.0
635,677,Cargo,vehicle_carrier,0.78,16.0,60.0,172.0,6.57,6,1,0.93,0.0,0.16,0.06,0.06,0.0
636,678,Cargo,bulker,0.73,10.0,53.0,189.0,8.05,4,1,0.12,0.01,0.0,0.0,0.11,0.0
637,679,Service,tug,0.79,10.0,258.0,35.0,6.0,6,1,0.29,0.19,0.0,0.19,0.28,0.19
638,680,Cargo,vehicle_carrier,0.78,20.0,59.0,185.0,6.53,6,1,0.92,0.0,0.16,0.06,0.06,0.0
639,681,Service,dredger,0.79,9.0,172.0,122.0,5.0,4,1,0.02,0.93,0.0,0.0,0.0,0.0
640,682,Service,recreational,0.68,16.0,116.0,34.0,2.0,4,1,0.25,0.0,0.15,0.11,0.0,0.21
641,683,Service,recreational,0.66,18.0,112.0,33.0,2.0,4,1,0.24,0.0,0.14,0.08,0.0,0.18
642,684,Service,dredger,0.79,9.0,169.0,119.0,5.0,4,1,0.02,0.96,0.0,0.0,0.0,0.0
643,685,Cargo,bulker,0.74,11.0,59.0,213.0,8.99,6,1,0.16,0.03,0.0,0.0,0.13,0.0
644,686,Service,dredger,0.85,10.0,187.0,137.0,6.0,4,1,0.05,0.95,0.0,0.0,0.0,0.0
645,687,Service,fishing,0.58,11.0,165.0,26.0,3.0,4,1,0.04,0.0,0.04,0.04,0.04,0.24
646,688,Service,fishing,0.66,9.0,191.0,24.0,4.0,5,1,0.08,0.0,0.08,0.08,0.08,0.28
647,689,Cargo,bulker,0.77,12.0,69.0,252.0,10.54,4,1,0.22,0.06,0.0,0.0,0.16,0.0
648,690,Service,dredger,0.78,8.0,161.0,111.0,5.0,4,1,0.02,0.23,0.0,0.0,0.0,0.0
649,691,Service,fishing,0.64,7.0,184.0,22.0,4.0,5,1,0.07,0.0,0.07,0.07,0.07,0.27
650,692,Service,tug,0.79,7.0,221.0,30.0,4.0,4,1,0.29,0.19,0.0,0.19,0.27,0.19
651,693,Service,dredger,0.8,9.0,181.0,131.0,5.0,4,1,0.02,0.96,0.0,0.0,0.0,0.0
652,694,Service,tug,0.77,10.0,250.0,35.0,6.0,6,1,0.27,0.17,0.0,0.17,0.24,0.17
653,695,Service,fishing,0.57,10.0,161.0,25.0,3.0,4,1,0.03,0.0,0.03,0.03,0.03,0.23
654,696,Service,recreational,0.63,16.0,105.0,31.0,2.0,4,1,0.22,0.0,0.12,0.03,0.0,0.13
655,697,Service,fishing,0.53,7.0,148.0,22.0,2.0,3,1,0.01,0.0,0.01,0.01,0.01,0.21
656,698,Service,tug,0.79,9.0,243.0,32.0,5.0,6,1,0.29,0.19,0.0,0.19,0.27,0.19
657,699,Cargo,containership,0.72,14.0,100.0,166.0,11.0,6,1,0.37,0.0,0.0,0.0,0.0,0.0
658,700,Cargo,tanker,0.77,8.16,140.0,130.0,7.0,4,1,0.43,0.03,0.0,0.0,0.0,0.02
659,701,Cargo,vehicle_carrier,0.79,18.0,54.0,178.0,6.87,6,1,0.95,0.0,0.17,0.07,0.07,0.0
660,702,Service,dredger,0.83,12.0,133.0,167.0,4.0,4,1,0.04,0.28,0.0,0.0,0.0,0.0
661,703,Cargo,containership,0.7,12.0,51.0,126.0,6.0,6,1,0.31,0.0,0.0,0.0,0.0,0.0
662,704,Service,fishing,0.67,10.0,193.0,29.0,4.0,5,1,0.08,0.0,0.08,0.08,0.08,0.28
663,705,Service,recreational,0.72,17.0,108.0,32.0,2.0,4,1,0.28,0.0,0.18,0.16,0.0,0.26
664,706,Cargo,bulker,0.77,12.0,69.0,254.0,10.62,6,1,0.22,0.06,0.0,0.0,0.16,0.0
665,707,Service,fishing,0.5,5.0,141.0,20.0,2.0,3,1,0.0,0.0,0.0,0.0,0.0,0.2
666,708,Service,recreational,0.62,15.0,103.0,30.0,2.0,4,1,0.21,0.0,0.11,0.02,0.0,0.12
667,709,Cargo,tanker,0.83,9.64,143.0,137.0,10.0,5,1,0.51,0.11,0.0,0.0,0.0,0.05
668,710,Service,fishing,0.58,11.0,164.0,26.0,3.0,4,1,0.04,0.0,0.04,0.04,0.04,0.24
669,711,Service,tug,0.76,10.0,259.0,34.0,6.0,6,1,0.26,0.16,0.0,0.16,0.22,0.16
670,712,Cargo,bulker,0.74,11.0,59.0,212.0,8.96,6,1,0.16,0.03,0.0,0.0,0.13,0.0
671,713,Service,recreational,0.66,18.0,112.0,33.0,2.0,4,1,0.24,0.0,0.14,0.08,0.0,0.18
672,714,Service,recreational,0.72,15.0,103.0,30.0,2.0,4,1,0.28,0.0,0.18,0.15,0.0,0.25
673,715,Service,recreational,0.68,15.0,116.0,34.0,2.0,4,1,0.25,0.0,0.15,0.1,0.0,0.2
674,716,Cargo,tanker,0.77,8.15,140.0,130.0,7.0,4,1,0.43,0.03,0.0,0.0,0.0,0.02
675,717,Service,fishing,0.55,8.0,155.0,23.0,2.0,3,1,0.02,0.0,0.02,0.02,0.02,0.22
676,718,Cargo,tanker,0.79,8.54,143.0,136.0,8.0,5,1,0.45,0.05,0.0,0.0,0.0,0.03
677,719,Service,dredger,0.78,8.0,155.0,105.0,5.0,4,1,0.01,0.23,0.0,0.0,0.0,0.0
678,720,Cargo,vehicle_carrier,0.79,17.0,52.0,174.0,6.87,6,1,0.95,0.0,0.17,0.07,0.07,0.0
679,721,Cargo,vehicle_carrier,0.76,17.0,52.0,174.0,5.38,6,1,0.83,0.0,0.12,0.02,0.02,0.0
680,722,Service,dredger,0.81,10.0,198.0,148.0,6.0,4,1,0.03,0.92,0.0,0.0,0.0,0.0
681,723,Service,fishing,0.61,7.0,174.0,28.0,4.0,5,1,0.05,0.0,0.05,0.05,0.05,0.25
682,724,Service,tug,0.79,9.0,238.0,35.0,6.0,6,1,0.29,0.19,0.0,0.19,0.28,0.19
683,725,Cargo,tanker,0.76,7.84,137.0,125.0,6.0,4,1,0.42,0.02,0.0,0.0,0.0,0.01
684,726,Cargo,bulker,0.74,11.0,58.0,208.0,8.82,6,1,0.15,0.03,0.0,0.0,0.13,0.0
