CATALOG_ID,SHIP_CATALOG_ID,DYNAMIC_CATALOG_ID,SCENARIO_CATALOG_ID
3203,800,800,10
3204,801,801,14
3205,801,801,3
3206,801,801,20
3207,801,801,34
3208,802,802,14
3209,802,802,3
3210,802,802,57
3211,802,802,65
3212,803,803,14
3213,803,803,3
3214,803,803,18
3215,803,803,55
3216,804,804,14
3217,804,804,3
3218,804,804,11
3219,804,804,28
3220,805,805,14
3221,805,805,3
3222,805,805,57
3223,805,805,44
3224,806,806,14
3225,806,806,3
3226,806,806,53
3227,806,806,6
3228,807,807,14
3229,807,807,3
3230,807,807,50
3231,807,807,64
3232,808,808,14
3233,808,808,3
3234,808,808,47
3235,808,808,30
3236,809,809,14
3237,809,809,3
3238,809,809,49
3239,809,809,10
3240,810,810,14
3241,810,810,3
3242,810,810,47
3243,810,810,28
3244,811,811,14
3245,811,811,3
3246,811,811,40
3247,811,811,12
3248,812,812,14
3249,812,812,3
3250,812,812,42
3251,812,812,18
3252,813,813,14
3253,813,813,3
3254,813,813,17
3255,813,813,4
3256,814,814,14
3257,814,814,3
3258,814,814,36
3259,814,814,60
3260,815,815,14
3261,815,815,3
3262,815,815,17
3263,815,815,60
3264,816,816,14
3265,816,816,3
3266,816,816,57
3267,816,816,78
3268,817,817,14
3269,817,817,3
3270,817,817,0
3271,817,817,10
3272,818,818,14
3273,818,818,3
3274,818,818,2
3275,818,818,32
3276,819,819,14
3277,819,819,3
3278,819,819,27
3279,819,819,19
3280,820,820,14
3281,820,820,3
3282,820,820,70
3283,820,820,77
3284,821,821,14
3285,821,821,3
3286,821,821,67
3287,821,821,54
3288,822,822,14
3289,822,822,3
3290,822,822,36
3291,822,822,30
3292,823,823,14
3293,823,823,3
3294,823,823,38
3295,823,823,15
3296,824,824,14
3297,824,824,3
3298,824,824,6
3299,824,824,30
3300,825,825,14
3301,825,825,3
3302,825,825,53
3303,825,825,79
3304,826,826,14
3305,826,826,3
3306,826,826,58
3307,826,826,8
3308,827,827,14
3309,827,827,3
3310,827,827,63
3311,827,827,76
3312,828,828,14
3313,828,828,3
3314,828,828,68
3315,828,828,2
3316,829,829,14
3317,829,829,3
3318,829,829,65
3319,829,829,73
3320,830,830,14
3321,830,830,3
3322,830,830,30
3323,830,830,18
3324,831,831,14
3325,831,831,3
3326,831,831,37
3327,831,831,54
3328,832,832,14
3329,832,832,3
3330,832,832,0
3331,832,832,78
3332,833,833,14
3333,833,833,3
3334,833,833,45
3335,833,833,30
3336,834,834,14
3337,834,834,3
3338,834,834,73
3339,834,834,53
3340,835,835,14
3341,835,835,3
3342,835,835,23
3343,835,835,10
3344,836,836,14
3345,836,836,3
3346,836,836,67
3347,836,836,46
3348,837,837,14
3349,837,837,3
3350,837,837,8
3351,837,837,67
3352,838,838,14
3353,838,838,3
3354,838,838,69
3355,838,838,64
3356,839,839,14
3357,839,839,3
3358,839,839,64
3359,839,839,70
3360,840,840,14
3361,840,840,3
3362,840,840,2
3363,840,840,49
3364,841,841,14
3365,841,841,3
3366,841,841,60
3367,841,841,5
3368,842,842,14
3369,842,842,3
3370,842,842,49
3371,842,842,47
3372,843,843,14
3373,843,843,3
3374,843,843,32
3375,843,843,2
3376,844,844,14
3377,844,844,3
3378,844,844,45
3379,844,844,8
3380,845,845,14
3381,845,845,3
3382,845,845,44
3383,845,845,30
3384,846,846,14
3385,846,846,3
3386,846,846,13
3387,846,846,74
3388,847,847,14
3389,847,847,3
3390,847,847,42
3391,847,847,17
3392,848,848,14
3393,848,848,3
3394,848,848,5
3395,848,848,45
3396,849,849,14
3397,849,849,3
3398,849,849,69
3399,849,849,43
3400,850,850,14
3401,850,850,3
3402,850,850,22
3403,850,850,59
3404,851,851,14
3405,851,851,3
3406,851,851,61
3407,851,851,23
3408,852,852,14
3409,852,852,3
3410,852,852,17
3411,852,852,8
3412,853,853,14
3413,853,853,3
3414,853,853,58
3415,853,853,4
3416,854,854,14
3417,854,854,3
3418,854,854,37
3419,854,854,25
3420,855,855,14
3421,855,855,3
3422,855,855,5
3423,855,855,25
3424,856,856,14
3425,856,856,3
3426,856,856,5
3427,856,856,40
3428,857,857,14
3429,857,857,3
3430,857,857,39
3431,857,857,65
3432,858,858,14
3433,858,858,3
3434,858,858,50
3435,858,858,69
3436,859,859,14
3437,859,859,3
3438,859,859,60
3439,859,859,32
3440,860,860,14
3441,860,860,3
3442,860,860,4
3443,860,860,24
3444,861,861,14
3445,861,861,3
3446,861,861,36
3447,861,861,45
3448,862,862,14
3449,862,862,3
3450,862,862,6
3451,862,862,42
3452,863,863,14
3453,863,863,3
3454,863,863,34
3455,863,863,15
3456,864,864,14
3457,864,864,3
3458,864,864,47
3459,864,864,55
3460,865,865,14
3461,865,865,3
3462,865,865,51
3463,865,865,56
3464,866,866,14
3465,866,866,3
3466,866,866,49
3467,866,866,43
3468,867,867,14
3469,867,867,3
3470,867,867,23
3471,867,867,63
3472,868,868,14
3473,868,868,3
3474,868,868,63
3475,868,868,47
3476,869,869,14
3477,869,869,3
3478,869,869,66
3479,869,869,34
3480,870,870,14
3481,870,870,3
3482,870,870,10
3483,870,870,54
3484,871,871,14
3485,871,871,3
3486,871,871,10
3487,871,871,55
3488,872,872,14
3489,872,872,3
3490,872,872,77
3491,872,872,23
3492,873,873,14
3493,873,873,3
3494,873,873,69
3495,873,873,37
3496,874,874,14
3497,874,874,3
3498,874,874,41
3499,874,874,13
3500,875,875,14
3501,875,875,3
3502,875,875,10
3503,875,875,41
3504,876,876,14
3505,876,876,3
3506,876,876,37
3507,876,876,57
3508,877,877,14
3509,877,877,3
3510,877,877,77
3511,877,877,54
3512,878,878,14
3513,878,878,3
3514,878,878,21
3515,878,878,56
3516,879,879,14
3517,879,879,3
3518,879,879,44
3519,879,879,57
3520,880,880,14
3521,880,880,3
3522,880,880,5
3523,880,880,45
3524,881,881,14
3525,881,881,3
3526,881,881,78
3527,881,881,55
3528,882,882,14
3529,882,882,3
3530,882,882,35
3531,882,882,7
3532,883,883,14
3533,883,883,3
3534,883,883,9
3535,883,883,51
3536,884,884,14
3537,884,884,3
3538,884,884,46
3539,884,884,65
3540,885,885,14
3541,885,885,3
3542,885,885,20
3543,885,885,18
3544,886,886,14
3545,886,886,3
3546,886,886,77
3547,886,886,56
3548,887,887,14
3549,887,887,3
3550,887,887,4
3551,887,887,16
3552,888,888,14
3553,888,888,3
3554,888,888,8
3555,888,888,30
3556,889,889,14
3557,889,889,3
3558,889,889,46
3559,889,889,49
3560,890,890,14
3561,890,890,3
3562,890,890,72
3563,890,890,4
3564,891,891,14
3565,891,891,3
3566,891,891,77
3567,891,891,19
3568,892,892,14
3569,892,892,3
3570,892,892,57
3571,892,892,47
3572,893,893,14
3573,893,893,3
3574,893,893,47
3575,893,893,56
3576,894,894,14
3577,894,894,3
3578,894,894,9
3579,894,894,73
3580,895,895,14
3581,895,895,3
3582,895,895,17
3583,895,895,67
3584,896,896,14
3585,896,896,3
3586,896,896,46
3587,896,896,50
3588,897,897,14
3589,897,897,3
3590,897,897,40
3591,897,897,35
3592,898,898,14
3593,898,898,3
3594,898,898,31
3595,898,898,23
3596,899,899,14
3597,899,899,3
3598,899,899,63
3599,899,899,66
3600,900,900,14
3601,900,900,3
3602,900,900,49
3603,900,900,71
3604,901,901,14
3605,901,901,3
3606,901,901,15
3607,901,901,33
3608,902,902,14
3609,902,902,3
3610,902,902,33
3611,902,902,57
3612,903,903,14
3613,903,903,3
3614,903,903,27
3615,903,903,78
3616,904,904,14
3617,904,904,3
3618,904,904,36
3619,904,904,62
3620,905,905,14
3621,905,905,3
3622,905,905,25
3623,905,905,15
3624,906,906,14
3625,906,906,3
3626,906,906,17
3627,906,906,9
3628,907,907,14
3629,907,907,3
3630,907,907,57
3631,907,907,22
3632,908,908,14
3633,908,908,3
3634,908,908,56
3635,908,908,11
3636,909,909,14
3637,909,909,3
3638,909,909,40
3639,909,909,44
3640,910,910,14
3641,910,910,3
3642,910,910,8
3643,910,910,70
3644,911,911,14
3645,911,911,3
3646,911,911,69
3647,911,911,37
3648,912,912,14
3649,912,912,3
3650,912,912,38
3651,912,912,20
3652,913,913,14
3653,913,913,3
3654,913,913,22
3655,913,913,46
3656,914,914,14
3657,914,914,3
3658,914,914,65
3659,914,914,28
3660,915,915,14
3661,915,915,3
3662,915,915,15
3663,915,915,25
3664,916,916,14
3665,916,916,3
3666,916,916,17
3667,916,916,30
3668,917,917,14
3669,917,917,3
3670,917,917,63
3671,917,917,46
3672,918,918,14
3673,918,918,3
3674,918,918,70
3675,918,918,73
3676,919,919,14
3677,919,919,3
3678,919,919,47
3679,919,919,59
3680,920,920,14
3681,920,920,3
3682,920,920,70
3683,920,920,16
3684,921,921,14
3685,921,921,3
3686,921,921,78
3687,921,921,11
3688,922,922,14
3689,922,922,3
3690,922,922,8
3691,922,922,39
3692,923,923,14
3693,923,923,3
3694,923,923,50
3695,923,923,61
3696,924,924,14
3697,924,924,3
3698,924,924,67
3699,924,924,52
3700,925,925,14
3701,925,925,3
3702,925,925,52
3703,925,925,73
3704,926,926,14
3705,926,926,3
3706,926,926,9
3707,926,926,16
3708,927,927,14
3709,927,927,3
3710,927,927,40
3711,927,927,9
3712,928,928,14
3713,928,928,3
3714,928,928,57
3715,928,928,66
3716,929,929,14
3717,929,929,3
3718,929,929,44
3719,929,929,16
3720,930,930,14
3721,930,930,3
3722,930,930,70
3723,930,930,75
3724,931,931,14
3725,931,931,3
3726,931,931,23
3727,931,931,16
3728,932,932,14
3729,932,932,3
3730,932,932,55
3731,932,932,64
3732,933,933,14
3733,933,933,3
3734,933,933,7
3735,933,933,15
3736,934,934,14
3737,934,934,3
3738,934,934,66
3739,934,934,19
3740,935,935,14
3741,935,935,3
3742,935,935,38
3743,935,935,21
3744,936,936,14
3745,936,936,3
3746,936,936,20
3747,936,936,41
3748,937,937,14
3749,937,937,3
3750,937,937,28
3751,937,937,44
3752,938,938,14
3753,938,938,3
3754,938,938,66
3755,938,938,36
3756,939,939,14
3757,939,939,3
3758,939,939,10
3759,939,939,32
3760,940,940,14
3761,940,940,3
3762,940,940,25
3763,940,940,70
3764,941,941,14
3765,941,941,3
3766,941,941,35
3767,941,941,16
3768,942,942,14
3769,942,942,3
3770,942,942,38
3771,942,942,78
3772,943,943,14
3773,943,943,3
3774,943,943,68
3775,943,943,11
3776,944,944,14
3777,944,944,3
3778,944,944,64
3779,944,944,21
3780,945,945,14
3781,945,945,3
3782,945,945,75
3783,945,945,19
3784,946,946,14
3785,946,946,3
3786,946,946,21
3787,946,946,79
3788,947,947,14
3789,947,947,3
3790,947,947,77
3791,947,947,43
3792,948,948,14
3793,948,948,3
3794,948,948,72
3795,948,948,5
3796,949,949,14
3797,949,949,3
3798,949,949,10
3799,949,949,5
3800,950,950,14
3801,950,950,3
3802,950,950,73
3803,950,950,33
3804,951,951,14
3805,951,951,3
3806,951,951,26
3807,951,951,73
3808,952,952,14
3809,952,952,3
3810,952,952,53
3811,952,952,79
3812,953,953,14
3813,953,953,3
3814,953,953,63
3815,953,953,69
3816,954,954,14
3817,954,954,3
3818,954,954,37
3819,954,954,61
3820,955,955,14
3821,955,955,3
3822,955,955,31
3823,955,955,51
3824,956,956,14
3825,956,956,3
3826,956,956,38
3827,956,956,58
3828,957,957,14
3829,957,957,3
3830,957,957,9
3831,957,957,7
3832,958,958,14
3833,958,958,3
3834,958,958,20
3835,958,958,56
3836,959,959,14
3837,959,959,3
3838,959,959,53
3839,959,959,61
3840,960,960,14
3841,960,960,3
3842,960,960,59
3843,960,960,26
3844,961,961,14
3845,961,961,3
3846,961,961,43
3847,961,961,77
3848,962,962,14
3849,962,962,3
3850,962,962,18
3851,962,962,40
3852,963,963,14
3853,963,963,3
3854,963,963,40
3855,963,963,44
3856,964,964,14
3857,964,964,3
3858,964,964,51
3859,964,964,16
3860,965,965,14
3861,965,965,3
3862,965,965,47
3863,965,965,65
3864,966,966,14
3865,966,966,3
3866,966,966,71
3867,966,966,13
3868,967,967,14
3869,967,967,3
3870,967,967,40
3871,967,967,30
3872,968,968,14
3873,968,968,3
3874,968,968,59
3875,968,968,15
3876,969,969,14
3877,969,969,3
3878,969,969,34
3879,969,969,57
3880,970,970,14
3881,970,970,3
3882,970,970,31
3883,970,970,18
3884,971,971,14
3885,971,971,3
3886,971,971,12
3887,971,971,6
3888,972,972,14
3889,972,972,3
3890,972,972,37
3891,972,972,49
3892,973,973,14
3893,973,973,3
3894,973,973,78
3895,973,973,53
3896,974,974,14
3897,974,974,3
3898,974,974,31
3899,974,974,20
3900,975,975,14
3901,975,975,3
3902,975,975,41
3903,975,975,73
3904,976,976,14
3905,976,976,3
3906,976,976,40
3907,976,976,24
3908,977,977,14
3909,977,977,3
3910,977,977,20
3911,977,977,63
3912,978,978,14
3913,978,978,3
3914,978,978,65
3915,978,978,59
3916,979,979,14
3917,979,979,3
3918,979,979,63
3919,979,979,39
3920,980,980,14
3921,980,980,3
3922,980,980,63
3923,980,980,2
3924,981,981,14
3925,981,981,3
3926,981,981,11
3927,981,981,50
3928,982,982,14
3929,982,982,3
3930,982,982,64
3931,982,982,58
3932,983,983,14
3933,983,983,3
3934,983,983,30
3935,983,983,27
3936,984,984,14
3937,984,984,3
3938,984,984,74
3939,984,984,45
3940,985,985,14
3941,985,985,3
3942,985,985,6
3943,985,985,36
3944,986,986,14
3945,986,986,3
3946,986,986,63
3947,986,986,76
3948,987,987,14
3949,987,987,3
3950,987,987,60
3951,987,987,36
3952,988,988,14
3953,988,988,3
3954,988,988,68
3955,988,988,1
3956,989,989,14
3957,989,989,3
3958,989,989,13
3959,989,989,55
3960,990,990,14
3961,990,990,3
3962,990,990,17
3963,990,990,33
3964,991,991,14
3965,991,991,3
3966,991,991,46
3967,991,991,51
3968,992,992,14
3969,992,992,3
3970,992,992,46
3971,992,992,5
3972,993,993,14
3973,993,993,3
3974,993,993,51
3975,993,993,6
3976,994,994,14
3977,994,994,3
3978,994,994,72
3979,994,994,71
3980,995,995,14
3981,995,995,3
3982,995,995,24
3983,995,995,46
3984,996,996,14
3985,996,996,3
3986,996,996,70
3987,996,996,36
3988,997,997,14
3989,997,997,3
3990,997,997,9
3991,997,997,49
3992,998,998,14
3993,998,998,3
3994,998,998,64
3995,998,998,57
3996,999,999,14
3997,999,999,3
3998,999,999,70
3999,999,999,35
